"snz_uid","snz_nzta_uid","nzta_snz_sex_code","nzta_dlr_birth_month_nbr","nzta_dlr_birth_year_nbr","nzta_dlr_licence_issue_date","nzta_dlr_organ_donor_ind","nzta_dlr_licence_type_text","nzta_dlr_licence_status_text","nzta_dlr_lic_class_grant_date","nzta_dlr_licence_start_date","nzta_dlr_licence_from_date","nzta_dlr_class_status_text","nzta_dlr_licence_class_text","nzta_dlr_licence_stage_text","nzta_dlr_class_from_date","nzta_dlr_endorsement_type_text","nzta_dlr_region_code"
3962955,7259474,1,7,1939,1958-07-12,"1","PERMANENT","active",NA,1965-08-23,2018-06-27,NA,"1",NA,NA,NA,"9"
3962958,7259477,2,10,1937,1954-03-27,"1","PERMANENT","active",NA,1961-04-15,2019-03-11,NA,"16",NA,NA,NA,"1"
3971998,7268517,1,12,1942,1962-03-16,"1","PERMANENT","active",NA,1966-02-28,2017-03-02,NA,"1",NA,NA,"O","2"
3977334,7273853,2,8,1958,1976-06-08,"0","PERMANENT","active",NA,1984-09-16,2016-05-29,NA,"1",NA,NA,"I","15"
3990522,7287041,2,7,1949,1968-07-10,"1","PERMANENT","active",NA,1977-04-15,2018-06-28,NA,"1",NA,NA,NA,"2"
4001006,7297525,2,12,1923,1940-05-26,"1","PERMANENT","active",1949-02-13,1949-02-13,2020-05-06,"active","12","full",2019-01-27,NA,"14"
4005543,7302062,2,12,1959,1977-08-22,"1","PERMANENT","active",1986-10-04,1992-01-14,2017-08-12,"active","1234","full",2016-09-26,"V","8"
4017168,7313687,1,7,1927,1943-08-21,"0","PERMANENT","active",NA,1944-10-24,2018-08-02,NA,"1",NA,NA,"F","7"
4020957,7317476,1,10,1956,1977-04-26,"1","PERMANENT","active",NA,1980-04-04,2017-04-16,NA,"1",NA,NA,NA,"2"
4037681,7334200,1,6,1925,1941-08-02,"1","PERMANENT","active",NA,1952-05-05,2016-07-14,NA,"1",NA,NA,NA,"9"
4051750,7348269,2,10,1944,1961-02-22,"1","PERMANENT","active",NA,1967-10-16,2016-02-09,NA,"16",NA,NA,NA,"2"
4057261,7353780,1,1,1949,1966-04-15,"0","PERMANENT","active",1975-05-17,1982-09-21,2016-04-02,"active","1345","full",2020-05-05,"P","9"
4067629,7364148,2,3,1965,1982-07-01,"1","PERMANENT","active",NA,1985-02-10,2017-06-22,NA,"1",NA,NA,NA,"2"
4073054,7369573,2,4,2000,2017-03-14,"1","PERMANENT","active",NA,2019-03-21,2017-03-14,NA,"1",NA,NA,NA,"3"
4089888,7386407,2,1,1965,1981-06-24,"1","PERMANENT","active",NA,1987-04-15,2016-06-15,NA,"1",NA,NA,"P","4"
4135179,7431698,1,2,1962,1981-03-25,"1","PERMANENT","active",NA,1983-05-25,2016-03-16,NA,"1",NA,NA,"P","3"
4138253,7434772,2,12,1930,1947-08-23,"0","PERMANENT","active",NA,1955-09-17,2017-08-05,NA,"16",NA,NA,NA,"2"
4140208,7436727,2,2,1977,1996-06-09,"1","PERMANENT","active",NA,2002-05-24,2016-06-04,NA,"1",NA,NA,"F","4"
4174536,7471055,1,11,1931,1949-07-01,"1","PERMANENT","active",NA,1952-12-26,2019-06-14,NA,"1",NA,NA,NA,"18"
4188483,7485002,1,1,1940,1956-06-19,"1","PERMANENT","active",NA,1961-12-20,2016-06-04,NA,"1",NA,NA,NA,"16"
4192597,7489116,1,2,1933,1949-05-27,"1","PERMANENT","active",NA,1957-08-11,2019-05-10,NA,"1",NA,NA,NA,"2"
4222058,7518577,2,1,1942,1960-08-19,"1","TEMPORARY","active",NA,1968-01-26,2020-08-04,NA,"1",NA,NA,NA,"2"
4227130,7523649,2,8,1946,1963-07-10,"1","PERMANENT","active",NA,1970-03-29,2018-06-26,NA,"1",NA,NA,"F","15"
4232985,7529504,1,8,1998,2017-06-13,"1","PERMANENT","active",NA,2017-06-13,2017-06-13,NA,"1",NA,NA,"P","2"
4248108,7544627,1,6,1931,1949-05-30,"0","PERMANENT","active",NA,1953-06-29,2019-05-13,NA,"1",NA,NA,NA,"17"
4250874,7547393,2,9,1954,1970-09-16,"1","PERMANENT","active",NA,1973-11-10,2020-09-03,NA,"1",NA,NA,NA,"15"
4255852,7552371,1,1,1966,1982-05-04,"0","PERMANENT","active",NA,1989-10-20,2017-04-25,NA,"16",NA,NA,NA,"4"
4274831,7571350,1,8,1970,1989-10-12,"1","PERMANENT","suspended",NA,2011-03-28,2019-10-05,NA,"",NA,NA,NA,"8"
4276026,7572545,2,11,1946,1965-06-13,"1","PERMANENT","active",NA,1968-08-30,2020-05-30,NA,"1",NA,NA,"P","3"
4325013,7621532,2,6,1930,1949-09-12,"1","PERMANENT","active",1954-04-21,1960-01-24,2019-08-26,"active","124","full",2019-04-05,"T","4"
4327948,7624467,2,2,1920,1937-06-05,"1","PERMANENT","suspended",NA,1941-03-11,2017-05-16,NA,"",NA,NA,NA,"2"
4330447,7626966,1,10,1944,1962-03-26,"1","PERMANENT","active",NA,1966-09-25,2017-03-12,NA,"1",NA,NA,"O","3"
4330665,7627184,2,9,1922,1939-06-16,"1","TEMPORARY","active",NA,1943-03-09,2019-05-27,NA,"1",NA,NA,NA,"17"
4330958,7627477,1,12,1950,1971-09-29,"1","PERMANENT","active",NA,1978-07-18,2016-09-17,NA,"1",NA,NA,"P","9"
4332004,7628523,2,1,1988,2005-06-24,"1","PERMANENT","active",NA,2014-03-03,2020-06-20,NA,"1",NA,NA,NA,"2"
4332098,7628617,1,12,1925,1942-10-08,"1","PERMANENT","active",NA,1953-01-22,2017-09-19,NA,"16",NA,NA,NA,"14"
4334483,7631002,2,11,1923,1941-09-04,"1","PERMANENT","active",NA,1949-08-05,2016-08-16,NA,"1",NA,NA,NA,"8"
4360074,7656593,1,8,1931,1951-09-11,"1","PERMANENT","active",NA,1954-12-08,2016-08-25,NA,"1",NA,NA,NA,"2"
4383935,7680454,1,7,1971,1989-04-28,"1","PERMANENT","active",NA,1996-11-07,2019-04-21,NA,"1",NA,NA,NA,"8"
4432591,7729110,1,5,1956,1974-04-25,"1","PERMANENT","active",NA,1984-08-01,2019-04-14,NA,"1",NA,NA,NA,"4"
4450214,7746733,2,1,1982,1999-06-08,"1","PERMANENT","active",NA,1999-06-08,2019-06-03,NA,"1",NA,NA,NA,"9"
4457550,7754069,1,3,1942,1959-08-18,"1","PERMANENT","active",NA,1966-05-21,2019-08-03,NA,"1",NA,NA,NA,"2"
4462346,7758865,1,8,1927,1944-12-23,"1","PERMANENT","active",NA,1953-03-22,2019-12-05,NA,"1",NA,NA,"P","14"
4462681,7759200,1,5,1979,1999-04-12,"0","PERMANENT","active",NA,2003-01-31,2019-04-07,NA,"1",NA,NA,NA,"3"
4462763,7759282,2,7,1931,1947-11-18,"0","PERMANENT","active",NA,1951-09-22,2017-10-31,NA,"1",NA,NA,"W","14"
4464035,7760554,2,3,1946,1963-01-02,"0","PERMANENT","active",NA,1970-07-13,2017-12-19,NA,"16",NA,NA,"F","9"
4469039,7765558,1,9,1937,1955-09-17,"1","PERMANENT","active",NA,1960-06-26,2020-08-31,NA,"1",NA,NA,NA,"2"
4471674,7768193,2,12,1923,1940-05-04,"1","PERMANENT","active",NA,1947-03-17,2020-04-14,NA,"1",NA,NA,"P","4"
4478197,7774716,2,10,1947,1964-08-13,"0","PERMANENT","active",1973-11-03,1977-05-04,2019-07-31,"active","1345","full",2018-10-23,NA,"2"
4485160,7781679,2,2,1952,1968-04-23,"0","PERMANENT","active",NA,1975-10-16,2018-04-11,NA,"16",NA,NA,NA,"7"
4493120,7789639,1,11,1997,2015-10-11,"1","PERMANENT","active",NA,2020-05-05,2020-10-09,NA,"1",NA,NA,"P","3"
4506302,7802821,2,10,1948,1965-12-22,"0","PERMANENT","active",1973-01-24,1973-12-28,2020-12-08,"active","1234","full",2018-01-13,NA,"13"
4517736,7814255,2,10,1927,1944-11-05,"1","PERMANENT","active",NA,1954-02-27,2019-10-18,NA,"1",NA,NA,NA,"6"
4534131,7830650,1,4,1922,1940-04-23,"1","PERMANENT","active",NA,1946-12-26,2020-04-03,NA,"1",NA,NA,NA,"3"
4539645,7836164,1,3,1980,1997-06-24,"1","PERMANENT","active",NA,2004-06-17,2017-06-19,NA,"1",NA,NA,NA,"2"
4545853,7842372,2,1,1927,1946-06-27,"1","PERMANENT","active",NA,1952-03-23,2016-06-09,NA,"1",NA,NA,NA,"9"
4570151,7866670,1,7,1945,1963-02-20,"1","PERMANENT","active",NA,1967-12-31,2018-02-06,NA,"1",NA,NA,NA,"2"
4576429,7872948,2,6,1948,1967-11-20,"1","PERMANENT","active",NA,1974-01-13,2017-11-07,NA,"1",NA,NA,NA,"9"
4578805,7875324,2,8,1927,1945-12-14,"1","PERMANENT","active",NA,1948-12-11,2020-11-25,NA,"1",NA,NA,NA,"15"
4581165,7877684,1,12,1931,1949-01-29,"1","PERMANENT","active",NA,1955-07-27,2019-01-12,NA,"1",NA,NA,"D","2"
4581505,7878024,1,8,1953,1970-08-22,"1","PERMANENT","active",NA,1976-10-10,2020-08-09,NA,"1",NA,NA,NA,"9"
4585169,7881688,1,7,1971,1987-10-18,"1","PERMANENT","active",NA,1992-12-02,2017-10-10,NA,"1",NA,NA,NA,"3"
4598562,7895081,1,12,1941,1958-10-25,"1","PERMANENT","active",NA,1968-08-03,2018-10-10,NA,"16",NA,NA,"O","2"
4625472,7921991,1,7,1931,1948-09-24,"1","PERMANENT","active",NA,1956-02-16,2018-09-07,NA,"16",NA,NA,NA,"13"
4627526,7924045,1,6,1922,1938-09-20,"1","PERMANENT","active",NA,1946-10-24,2018-08-31,NA,"1",NA,NA,NA,"2"
4629658,7926177,1,5,1948,1967-12-17,"1","PERMANENT","active",NA,1973-06-23,2017-12-04,NA,"1",NA,NA,NA,"2"
4651100,7947619,1,7,1935,1951-07-17,"1","PERMANENT","suspended",NA,1997-03-06,2016-06-30,NA,"6",NA,NA,"D","2"
4652847,7949366,2,7,1931,1948-10-16,"1","PERMANENT","active",NA,1957-06-26,2018-09-29,NA,"16",NA,NA,NA,"14"
4675500,7972019,2,12,1960,1979-08-10,"0","PERMANENT","active",NA,1988-02-12,2019-07-31,NA,"1",NA,NA,NA,"3"
4676724,7973243,1,3,1944,1963-08-27,"0","PERMANENT","active",NA,1967-07-23,2018-08-13,NA,"1",NA,NA,NA,"2"
4683496,7980015,2,5,1986,2004-08-09,"0","DIPLOMATIC","active",2016-10-28,2016-10-28,2019-08-06,"active","13","full",2016-10-28,NA,"9"
4692093,7988612,2,6,1994,2013-02-05,"1","PERMANENT","active",NA,2018-05-27,2018-02-04,NA,"1",NA,NA,NA,"2"
4694564,7991083,2,11,1968,1984-12-08,"1","PERMANENT","active",NA,1992-03-18,2019-11-30,NA,"1",NA,NA,NA,"15"
4705618,8002137,1,7,1943,1960-11-09,"0","PERMANENT","active",NA,1967-01-12,2020-10-25,NA,"1",NA,NA,NA,"6"
4715178,8011697,2,8,1948,1968-05-17,"1","PERMANENT","active",NA,1974-08-09,2018-05-05,NA,"1",NA,NA,NA,"9"
4748034,8044553,2,11,1925,1941-12-22,"0","PERMANENT","active",NA,1948-11-13,2016-12-03,NA,"16",NA,NA,NA,"2"
4759394,8055913,2,2,1972,1988-07-05,"1","PERMANENT","active",NA,1994-12-20,2018-06-28,NA,"1",NA,NA,"P","9"
4762889,8059408,2,10,1941,1961-04-17,"1","PERMANENT","active",NA,1967-11-30,2016-04-03,NA,"1",NA,NA,"T","7"
4766531,8063050,2,9,1931,1950-01-18,"1","PERMANENT","active",NA,1956-07-27,2020-01-01,NA,"1",NA,NA,NA,"18"
4775828,8072347,2,3,1961,1978-07-02,"1","PERMANENT","active",NA,1983-09-27,2018-06-22,NA,"1",NA,NA,NA,"2"
4783481,8080000,1,8,1969,1989-05-23,"1","PERMANENT","active",NA,1994-04-19,2019-05-16,NA,"1",NA,NA,NA,"2"
4784840,8081359,2,12,1960,1979-01-30,"1","PERMANENT","active",NA,1987-09-29,2019-01-20,NA,"1",NA,NA,NA,"2"
4805170,8101689,2,12,1971,1989-11-06,"1","PERMANENT","active",NA,1994-06-19,2019-10-30,NA,"1",NA,NA,"F","14"
4819759,8116278,2,4,1952,1970-01-22,"1","PERMANENT","suspended",NA,1979-08-01,2020-01-10,NA,"",NA,NA,"P","13"
4832533,8129052,2,7,1967,1985-10-16,"0","TEMPORARY","active",NA,1993-03-21,2020-10-07,NA,"1",NA,NA,NA,"15"
4840397,8136916,2,11,1963,1980-02-27,"1","PERMANENT","active",NA,1988-05-30,2020-02-17,NA,"1",NA,NA,"P","2"
4852410,8148929,2,5,1928,1947-10-22,"0","PERMANENT","active",NA,1955-10-12,2017-10-04,NA,"1",NA,NA,NA,"2"
4859807,8156326,1,12,1930,1950-05-16,"1","PERMANENT","active",NA,1957-07-07,2020-04-28,NA,"1",NA,NA,NA,"4"
4860320,8156839,2,4,1927,1944-04-14,"1","PERMANENT","active",NA,1954-12-20,2019-03-27,NA,"16",NA,NA,NA,"2"
4865784,8162303,1,7,1957,1973-10-01,"1","PERMANENT","active",NA,1985-02-23,2018-09-20,NA,"1",NA,NA,NA,"4"
4884487,8181006,2,1,1940,1956-03-01,"0","PERMANENT","active",NA,1962-07-21,2016-02-15,NA,"1",NA,NA,NA,"4"
4886986,8183505,1,5,1998,2016-04-01,"0","PERMANENT","active",NA,2020-09-03,2016-04-01,NA,"1",NA,NA,NA,"2"
4893154,8189673,2,12,1944,1964-05-17,"0","PERMANENT","active",NA,1970-04-04,2019-05-04,NA,"1",NA,NA,NA,"15"
4901660,8198179,2,11,1972,1989-04-09,"0","PERMANENT","active",NA,1995-02-21,2019-04-02,NA,"1",NA,NA,NA,"2"
4907540,8204059,2,3,1991,2007-05-09,"1","PERMANENT","active",NA,2017-05-17,2017-05-06,NA,"16",NA,NA,"D","1"
4912064,8208583,1,12,1935,1952-01-18,"0","PERMANENT","active",NA,1957-03-06,2017-01-01,NA,"1",NA,NA,NA,"3"
4915602,8212121,1,3,1942,1961-08-08,"1","PERMANENT","active",NA,1966-05-04,2016-07-25,NA,"1",NA,NA,NA,"4"
4928988,8225507,2,12,1952,1972-03-30,"0","PERMANENT","active",NA,1983-01-13,2017-03-19,NA,"1",NA,NA,"V","8"
4933282,8229801,2,10,1963,1979-10-28,"1","PERMANENT","active",NA,1983-08-21,2019-10-18,NA,"1",NA,NA,"P","2"
4950625,8247144,2,5,1977,1993-09-11,"1","PERMANENT","active",NA,1997-04-13,2018-09-05,NA,"1",NA,NA,NA,"4"
4958185,8254704,2,9,1926,1944-09-15,"0","PERMANENT","active",NA,1944-09-15,2019-08-28,NA,"1",NA,NA,NA,"2"
4963523,8260042,1,1,1923,1941-02-04,"0","PERMANENT","active",NA,1943-05-29,2016-01-17,NA,"1",NA,NA,NA,"2"
4976625,8273144,1,2,1931,1951-05-05,"1","PERMANENT","active",NA,1957-11-18,2016-04-18,NA,"1",NA,NA,NA,"6"
4999370,8295889,2,3,1956,1975-08-11,"1","PERMANENT","active",NA,1980-09-29,2020-07-30,NA,"1",NA,NA,NA,"2"
5003088,8299607,2,11,1936,1953-01-20,"0","PERMANENT","active",NA,1959-12-22,2018-01-04,NA,"1",NA,NA,NA,"2"
5003179,8299698,1,8,1929,1948-04-27,"1","PERMANENT","active",NA,1952-08-25,2018-04-10,NA,"1",NA,NA,"T","14"
5008913,8305432,2,1,1981,1998-09-08,"1","PERMANENT","active",NA,2006-12-17,2018-09-03,NA,"1",NA,NA,NA,"2"
5020231,8316750,1,12,1924,1943-12-07,"0","PERMANENT","active",NA,1946-11-27,2018-11-18,NA,"1",NA,NA,NA,"2"
5036044,8332563,2,11,1962,1979-10-03,"1","PERMANENT","active",NA,1988-01-10,2019-09-23,NA,"1",NA,NA,"T","3"
5044356,8340875,1,11,1972,1992-04-29,"1","DIPLOMATIC","active",NA,1997-03-17,2017-04-23,NA,"1",NA,NA,NA,"4"
5063420,8359939,1,11,1984,2002-08-02,"1","PERMANENT","active",NA,2012-01-29,2017-07-29,NA,"1",NA,NA,NA,"9"
5073391,8369910,1,6,1972,1991-02-05,"1","PERMANENT","active",NA,1997-02-13,2016-01-30,NA,"16",NA,NA,NA,"9"
5077684,8374203,1,8,1981,1998-01-08,"0","PERMANENT","active",NA,2001-08-22,2018-01-03,NA,"1",NA,NA,"I","2"
5082369,8378888,2,4,1924,1940-06-20,"0","PERMANENT","active",NA,1947-06-30,2020-05-31,NA,"1",NA,NA,NA,"1"
5083643,8380162,1,7,1920,1937-01-27,"0","PERMANENT","active",1943-12-14,1943-12-14,2017-01-07,"active","13","full",2018-11-25,NA,"3"
5091883,8388402,1,1,1961,1978-02-21,"0","PERMANENT","active",NA,1987-11-29,2018-02-11,NA,"16",NA,NA,NA,"2"
5128059,8424578,2,9,1960,1978-08-22,"0","PERMANENT","suspended",NA,1996-11-15,2018-08-12,NA,"",NA,NA,NA,"1"
5131834,8428353,2,4,1925,1941-11-30,"1","PERMANENT","active",NA,1954-06-22,2016-11-11,NA,"16",NA,NA,"P","2"
5151062,8447581,1,11,1946,1964-08-03,"0","PERMANENT","active",NA,1969-05-28,2019-07-21,NA,"16",NA,NA,NA,"3"
5165626,8462145,1,10,1941,1959-08-27,"1","PERMANENT","active",1967-10-18,1979-01-25,2019-08-12,"active","12345","full",2017-10-05,NA,"14"
5172296,8468815,2,7,1935,1952-11-16,"0","PERMANENT","active",NA,1956-11-27,2017-10-31,NA,"1",NA,NA,NA,"14"
5186463,8482982,1,3,1979,1995-05-22,"0","TEMPORARY","active",NA,1998-07-18,2020-05-15,NA,"1",NA,NA,NA,"4"
5191238,8487757,1,7,1934,1951-08-19,"1","PERMANENT","active",NA,1957-04-13,2016-08-02,NA,"1",NA,NA,NA,"4"
5209049,8505568,2,3,1934,1953-02-28,"1","PERMANENT","active",NA,1960-12-16,2018-02-12,NA,"1",NA,NA,NA,"1"
5218506,8515025,1,8,2000,2017-04-26,"1","PERMANENT","active",NA,2020-09-08,2017-04-26,NA,"1",NA,NA,"P","6"
5219058,8515577,1,9,1922,1939-11-05,"1","TEMPORARY","active",NA,1947-12-12,2019-10-16,NA,"16",NA,NA,"P","9"
5248066,8544585,2,8,1988,2007-11-09,"1","PERMANENT","active",NA,2010-07-03,2017-11-06,NA,"1",NA,NA,"F","2"
5250082,8546601,1,3,1937,1956-06-07,"1","PERMANENT","active",NA,1961-11-20,2016-05-23,NA,"1",NA,NA,"P","14"
5263379,8559898,2,7,1962,1980-05-02,"1","PERMANENT","active",NA,1983-03-08,2020-04-22,NA,"1",NA,NA,NA,"6"
5272423,8568942,2,8,1923,1941-05-14,"1","TEMPORARY","active",1948-10-14,1948-12-03,2016-04-25,"active","123","full",2018-09-27,"P","9"
5274496,8571015,2,10,1961,1978-04-15,"1","PERMANENT","active",1986-06-23,1992-08-04,2018-04-05,"active","1246","full",2016-06-15,NA,"1"
5282175,8578694,2,7,1974,1991-03-18,"1","PERMANENT","suspended",NA,1996-07-22,2016-03-11,NA,"",NA,NA,NA,"2"
5292387,8588906,2,12,1925,1942-09-01,"0","PERMANENT","active",NA,1948-07-16,2017-08-13,NA,"1",NA,NA,NA,"2"
5319363,8615882,1,11,1943,1960-08-04,"1","PERMANENT","active",NA,1967-01-06,2020-07-20,NA,"1",NA,NA,"P","9"
5319970,8616489,1,11,1961,1977-12-26,"1","TEMPORARY","active",NA,1983-04-30,2017-12-16,NA,"1",NA,NA,NA,"2"
5329851,8626370,1,9,1933,1950-12-05,"1","PERMANENT","active",NA,1957-08-13,2020-11-17,NA,"1",NA,NA,NA,"2"
5377154,8673673,1,3,1952,1968-06-02,"1","PERMANENT","active",NA,1971-07-29,2018-05-21,NA,"1",NA,NA,NA,"15"
5391420,8687939,1,9,1967,1983-12-22,"0","PERMANENT","active",NA,1989-10-08,2018-12-13,NA,"1",NA,NA,"D","2"
5398985,8695504,1,4,1921,1937-11-10,"1","PERMANENT","active",NA,1947-05-20,2017-10-21,NA,"16",NA,NA,NA,"2"
5414683,8711202,1,6,1958,1974-10-22,"0","PERMANENT","active",NA,1978-04-08,2019-10-11,NA,"1",NA,NA,NA,"2"
5421210,8717729,2,8,1996,2013-06-11,"0","PERMANENT","active",NA,2018-01-02,2018-06-10,NA,"1",NA,NA,"O","2"
5427598,8724117,2,9,1926,1943-05-18,"1","PERMANENT","active",NA,1945-02-26,2018-04-29,NA,"1",NA,NA,"W","6"
5434451,8730970,2,10,1947,1963-11-01,"1","PERMANENT","active",NA,1970-03-23,2018-10-18,NA,"1",NA,NA,NA,"8"
5439556,8736075,2,7,1961,1981-01-25,"1","PERMANENT","active",NA,1987-05-14,2016-01-17,NA,"1",NA,NA,NA,"3"
5444396,8740915,2,4,1932,1949-12-23,"1","PERMANENT","active",NA,1955-11-12,2019-12-06,NA,"1",NA,NA,"I","2"
5461174,8757693,2,9,1925,1942-01-28,"1","PERMANENT","active",NA,1949-11-05,2017-01-09,NA,"16",NA,NA,NA,"14"
5466041,8762560,1,6,1962,1981-04-24,"1","PERMANENT","active",NA,1984-06-24,2016-04-15,NA,"1",NA,NA,"I","8"
5474938,8771457,1,7,1954,1971-02-05,"0","PERMANENT","active",NA,1978-02-10,2016-01-25,NA,"16",NA,NA,NA,"7"
5489058,8785577,1,1,1986,2002-06-18,"0","PERMANENT","active",NA,2006-09-12,2017-06-14,NA,"1",NA,NA,"F","2"
5502574,8799093,1,3,1966,1983-05-24,"1","PERMANENT","active",NA,1992-09-12,2018-05-15,NA,"1",NA,NA,NA,"8"
5519789,8816308,2,11,1930,1949-05-21,"0","TEMPORARY","active",NA,1958-03-04,2019-05-04,NA,"16",NA,NA,NA,"2"
5541840,8838359,1,7,1957,1976-01-01,"1","PERMANENT","active",NA,1980-01-03,2015-12-22,NA,"1",NA,NA,"F","14"
5544065,8840584,1,3,1959,1977-05-19,"0","PERMANENT","active",NA,1987-03-14,2017-05-09,NA,"1",NA,NA,NA,"4"
5550344,8846863,2,10,1972,1989-08-26,"1","PERMANENT","active",NA,1992-06-10,2019-08-19,NA,"1",NA,NA,"P","14"
5553343,8849862,2,1,1932,1948-03-17,"0","PERMANENT","active",NA,1953-12-21,2018-02-28,NA,"1",NA,NA,"P","2"
5555489,8852008,1,2,1920,1936-03-26,"1","PERMANENT","active",NA,1941-12-24,2016-03-06,NA,"16",NA,NA,NA,"12"
5560276,8856795,2,9,1933,1950-05-20,"1","PERMANENT","active",NA,1959-08-06,2020-05-02,NA,"16",NA,NA,NA,"9"
5571452,8867971,1,11,1937,1954-11-01,"1","PERMANENT","active",NA,1957-04-27,2019-10-16,NA,"1",NA,NA,NA,"9"
5596693,8893212,1,10,1953,1971-05-03,"1","PERMANENT","active",NA,1973-07-02,2016-04-21,NA,"1",NA,NA,"O","1"
5599161,8895680,1,4,1930,1947-02-05,"0","PERMANENT","active",NA,1956-10-22,2017-01-18,NA,"1",NA,NA,"P","14"
5614026,8910545,1,2,1978,1995-05-29,"1","PERMANENT","active",NA,1999-07-09,2020-05-22,NA,"1",NA,NA,"D","2"
5616781,8913300,1,9,1930,1948-04-18,"1","PERMANENT","active",NA,1954-09-24,2018-04-01,NA,"16",NA,NA,NA,"2"
5636271,8932790,2,8,1963,1981-12-05,"1","PERMANENT","active",NA,1987-03-12,2016-11-26,NA,"16",NA,NA,NA,"2"
5646008,8942527,1,10,1953,1972-02-29,"1","PERMANENT","active",NA,1978-05-19,2017-02-17,NA,"16",NA,NA,"P","6"
5658006,8954525,1,6,1922,1940-02-11,"1","PERMANENT","active",NA,1945-03-28,2020-01-22,NA,"1",NA,NA,NA,"9"
5681625,8978144,2,10,1930,1949-04-02,"1","PERMANENT","active",1958-07-29,1961-01-02,2019-03-16,"active","1345","full",2018-07-14,"O","3"
5691563,8988082,1,10,1930,1947-02-01,"1","PERMANENT","active",NA,1953-10-15,2017-01-14,NA,"1",NA,NA,NA,"9"
5707190,9003709,2,3,1948,1965-08-03,"1","PERMANENT","active",NA,1971-09-14,2020-07-20,NA,"1",NA,NA,"P","2"
5730440,9026959,1,3,1968,1985-05-28,"0","PERMANENT","active",NA,1991-01-23,2020-05-19,NA,"1",NA,NA,NA,"3"
5754030,9050549,1,5,1952,1969-02-24,"1","PERMANENT","active",NA,1976-10-13,2019-02-12,NA,"16",NA,NA,NA,"2"
5764611,9061130,2,1,1962,1980-02-11,"1","PERMANENT","active",NA,1983-08-02,2020-02-01,NA,"1",NA,NA,"P","2"
5797748,9094267,1,6,1953,1970-11-12,"1","PERMANENT","active",NA,1976-08-20,2020-10-30,NA,"1",NA,NA,NA,"2"
5798200,9094719,1,8,1967,1985-07-09,"1","PERMANENT","active",NA,1992-01-12,2020-06-30,NA,"1",NA,NA,NA,"2"
5800304,9096823,1,3,1920,1936-05-23,"1","PERMANENT","active",NA,1945-11-16,2016-05-03,NA,"16",NA,NA,NA,"7"
5802094,9098613,1,7,1968,1987-09-11,"1","PERMANENT","active",NA,1995-09-30,2017-09-03,NA,"1",NA,NA,NA,"2"
5813606,9110125,1,5,1930,1948-11-28,"0","PERMANENT","active",NA,1955-10-05,2018-11-11,NA,"1",NA,NA,NA,"8"
5814772,9111291,2,10,1920,1940-08-27,"0","PERMANENT","active",NA,1948-05-17,2020-08-07,NA,"1",NA,NA,NA,"9"
5820658,9117177,1,6,1937,1955-06-13,"1","PERMANENT","active",NA,1960-12-20,2020-05-27,NA,"1",NA,NA,"P","4"
5832575,9129094,1,10,1937,1954-11-05,"0","PERMANENT","active",NA,1962-06-11,2019-10-20,NA,"1",NA,NA,NA,"14"
5842151,9138670,2,3,1983,2002-05-31,"1","PERMANENT","active",NA,2010-01-18,2017-05-27,NA,"1",NA,NA,NA,"7"
5882355,9178874,1,2,1951,1967-04-08,"0","TEMPORARY","active",NA,1973-09-03,2017-03-26,NA,"1",NA,NA,NA,"8"
5886581,9183100,1,9,1943,1962-07-01,"1","TEMPORARY","active",NA,1969-09-22,2017-06-17,NA,"1",NA,NA,NA,"9"
5891774,9188293,1,8,1945,1963-07-23,"1","PERMANENT","active",NA,1973-02-06,2018-07-09,NA,"16",NA,NA,NA,"8"
5895472,9191991,2,3,1974,1990-11-21,"1","PERMANENT","active",NA,1998-07-07,2020-11-13,NA,"1",NA,NA,NA,"2"
5899946,9196465,1,5,1951,1969-12-23,"1","PERMANENT","active",NA,1971-06-20,2019-12-11,NA,"1",NA,NA,NA,"2"
5927164,9223683,1,1,1949,1967-12-17,"1","PERMANENT","active",NA,1979-04-14,2017-12-04,NA,"1",NA,NA,"I","4"
5944468,9240987,2,7,1964,1981-07-29,"1","PERMANENT","active",NA,1989-04-04,2016-07-20,NA,"1",NA,NA,NA,"4"
5950692,9247211,1,11,1945,1964-06-22,"0","PERMANENT","active",NA,1972-03-20,2019-06-09,NA,"1",NA,NA,"I","2"
5984960,9281479,1,8,1951,1971-11-26,"1","PERMANENT","active",1977-02-23,1982-04-26,2016-11-14,"active","1235","full",2017-02-13,NA,"14"
5994404,9290923,2,7,1962,1981-11-30,"0","PERMANENT","active",NA,1992-06-29,2016-11-21,NA,"1",NA,NA,"F","13"
6019211,9315730,1,8,1947,1965-10-13,"1","PERMANENT","suspended",NA,1966-11-24,2020-09-29,NA,"",NA,NA,"P","6"
6037068,9333587,2,5,1988,2008-09-29,"0","PERMANENT","active",NA,2018-06-25,2018-09-27,NA,"1",NA,NA,"V","2"
6044398,9340917,1,10,1980,1997-06-19,"1","PERMANENT","active",2003-09-08,2006-09-14,2017-06-14,"active","123","full",2018-09-04,NA,"2"
6066658,9363177,1,7,1986,2002-11-14,"1","PERMANENT","active",NA,2010-01-21,2017-11-10,NA,"16",NA,NA,"P","2"
6070605,9367124,1,8,1965,1983-08-14,"1","PERMANENT","active",NA,1987-03-06,2018-08-05,NA,"1",NA,NA,NA,"2"
