"snz_uid","srp_ref_date","srp_flag_ir_ind","srp_flag_ed_ind","srp_flag_health_ind","srp_flag_acc_ind","srp_flag_under5_ind"
8839462,2004-06-30,0,0,1,1,0
6386664,2004-06-30,0,0,1,0,0
3179541,2004-06-30,1,0,1,0,0
2727468,2004-06-30,1,1,0,0,0
6828736,2004-06-30,1,0,0,0,0
8994964,2004-06-30,0,1,1,0,0
9812751,2004-06-30,1,1,1,0,0
670069,2004-06-30,1,0,0,0,0
7324564,2004-06-30,1,1,0,1,0
7154189,2004-06-30,0,0,0,0,0
8389381,2004-06-30,1,0,0,0,0
8109684,2004-06-30,1,0,0,0,0
4020957,2004-06-30,0,0,1,0,0
8079447,2004-06-30,1,0,0,1,0
9517226,2004-06-30,1,0,1,0,0
5899946,2004-06-30,1,0,1,0,0
1718338,2004-06-30,1,1,1,0,0
2688686,2004-06-30,1,0,1,1,0
6259797,2004-06-30,1,1,0,0,0
2567858,2004-06-30,1,1,0,1,0
5944468,2004-06-30,1,0,0,0,0
5832575,2004-06-30,1,0,0,1,0
5036044,2004-06-30,1,1,1,1,0
4901660,2004-06-30,1,0,0,0,0
4999370,2004-06-30,1,0,0,1,0
8657962,2004-06-30,1,1,0,0,0
611465,2004-06-30,1,1,0,0,0
3504056,2004-06-30,0,0,0,0,0
9611223,2004-06-30,1,1,0,0,0
2481827,2004-06-30,1,1,0,0,0
2350363,2004-06-30,0,0,1,0,0
3219623,2004-06-30,1,0,1,1,0
3012095,2004-06-30,1,1,1,0,0
4759394,2004-06-30,1,0,1,0,0
5329851,2004-06-30,0,0,1,0,0
4715178,2004-06-30,0,1,0,0,0
6738751,2004-06-30,1,0,1,1,0
7398831,2004-06-30,1,1,1,0,0
6394541,2004-06-30,1,1,0,0,0
9564635,2004-06-30,1,0,1,0,0
3729171,2004-06-30,0,0,0,0,0
5797748,2004-06-30,1,0,0,0,0
7984329,2004-06-30,0,0,0,0,0
9633103,2004-06-30,1,1,0,1,0
2129662,2004-06-30,1,0,0,1,0
4073054,2004-06-30,1,0,1,0,1
9956043,2004-06-30,1,0,1,0,0
6019211,2004-06-30,1,0,0,1,0
9512110,2004-06-30,0,1,0,0,0
8497891,2004-06-30,0,0,0,1,0
9262309,2004-06-30,1,0,1,0,0
3943981,2004-06-30,1,0,1,1,0
8058584,2004-06-30,1,0,1,0,0
3833985,2004-06-30,0,0,1,0,0
3745836,2004-06-30,0,1,1,0,0
3699897,2004-06-30,1,0,0,0,0
6948953,2004-06-30,1,0,1,0,0
9290575,2004-06-30,1,0,1,0,0
2238678,2004-06-30,1,1,1,1,0
6456042,2004-06-30,1,0,0,0,0
6864752,2004-06-30,1,0,1,0,0
6480336,2004-06-30,1,0,0,0,0
4819759,2004-06-30,0,0,0,0,0
8908412,2004-06-30,1,0,0,0,0
9764020,2004-06-30,0,0,0,1,0
4227130,2004-06-30,1,1,0,0,0
4057261,2004-06-30,0,1,0,0,0
4005543,2004-06-30,1,0,0,0,0
5434451,2004-06-30,1,0,1,0,0
9074314,2004-06-30,1,0,0,0,0
1854014,2004-06-30,1,0,1,0,0
1807250,2004-06-30,1,0,0,0,0
7789918,2004-06-30,1,0,1,0,0
5994404,2004-06-30,0,1,0,0,0
91921,2004-06-30,1,1,0,0,0
2155706,2004-06-30,1,1,1,0,0
2383642,2004-06-30,0,1,0,0,0
8930156,2004-06-30,1,0,1,0,0
4089888,2004-06-30,0,0,1,0,0
902384,2004-06-30,0,1,0,0,0
5895472,2004-06-30,1,0,0,0,0
5091883,2004-06-30,0,0,1,0,0
8866034,2004-06-30,1,0,1,1,0
5282175,2004-06-30,1,0,0,0,0
679467,2004-06-30,1,0,0,0,0
7430769,2004-06-30,0,0,1,0,0
2175174,2004-06-30,1,0,0,0,0
5248066,2004-06-30,0,1,1,0,0
7735283,2004-06-30,0,1,1,0,0
2314177,2004-06-30,1,0,0,1,0
1812890,2004-06-30,1,0,0,0,0
4478197,2004-06-30,0,0,0,0,0
4912064,2004-06-30,0,0,1,0,0
74928,2004-06-30,1,0,1,0,0
5461174,2004-06-30,0,0,0,0,0
1992377,2004-06-30,1,0,1,0,0
1071015,2004-06-30,1,1,0,0,0
1092647,2004-06-30,1,1,0,0,0
9170136,2004-06-30,1,0,0,1,0
140184,2004-06-30,1,1,0,0,0
1224096,2004-06-30,0,0,1,0,0
8611197,2004-06-30,1,1,0,0,0
9339708,2004-06-30,1,0,1,0,0
8312424,2004-06-30,0,1,0,0,0
6398983,2004-06-30,0,1,1,0,0
3977334,2004-06-30,1,1,0,0,0
2328109,2004-06-30,1,0,0,0,0
2726825,2004-06-30,0,0,0,1,0
5544065,2004-06-30,1,1,0,0,0
5466041,2004-06-30,0,0,1,0,0
149840,2004-06-30,0,0,0,0,0
2051650,2004-06-30,1,1,0,0,0
6715448,2004-06-30,1,0,1,0,0
1053067,2004-06-30,1,0,1,0,0
3180980,2004-06-30,1,0,0,0,1
761932,2004-06-30,1,0,0,0,0
1712294,2004-06-30,1,0,0,0,0
402957,2005-06-30,1,1,0,0,0
5077684,2005-06-30,0,0,0,0,0
4933282,2005-06-30,1,1,0,0,0
6344796,2005-06-30,1,1,0,0,0
5927164,2005-06-30,0,1,0,0,0
4462681,2005-06-30,1,0,0,0,0
8291158,2005-06-30,1,0,1,0,0
7294337,2005-06-30,1,0,0,1,0
9895001,2005-06-30,1,0,0,0,0
5550344,2005-06-30,1,0,0,0,0
8905878,2005-06-30,1,1,0,0,0
6408621,2005-06-30,1,0,0,0,0
3478534,2005-06-30,1,1,0,0,0
9853693,2005-06-30,0,0,0,0,0
1351322,2005-06-30,1,1,0,0,1
5391420,2005-06-30,0,1,0,0,0
2522009,2005-06-30,1,1,0,1,0
1963713,2005-06-30,1,1,0,0,0
3492398,2005-06-30,1,1,1,0,0
5008913,2005-06-30,0,1,0,0,0
2160779,2005-06-30,1,1,0,0,0
419818,2005-06-30,1,1,1,0,0
1661262,2005-06-30,0,0,0,0,0
3351421,2005-06-30,1,0,1,0,0
5950692,2005-06-30,0,1,0,0,0
5274496,2005-06-30,0,0,1,0,0
9456675,2005-06-30,1,1,1,0,0
9636102,2005-06-30,0,0,1,1,0
3472587,2005-06-30,1,0,0,0,0
5191238,2005-06-30,0,0,0,0,0
2313278,2005-06-30,1,0,0,0,0
2532688,2005-06-30,1,0,0,0,0
2138294,2005-06-30,1,0,0,0,0
9135045,2005-06-30,1,0,0,0,0
1367348,2005-06-30,0,1,0,0,0
7678374,2005-06-30,0,1,0,0,0
7509468,2005-06-30,1,0,1,0,0
709332,2005-06-30,1,0,1,0,0
4325013,2005-06-30,0,1,1,0,0
8328413,2005-06-30,0,1,0,1,0
9317878,2005-06-30,0,1,0,1,0
3106222,2005-06-30,1,0,1,0,0
7057515,2005-06-30,1,1,0,0,0
4576429,2005-06-30,1,0,1,1,0
661466,2005-06-30,0,0,0,0,0
8717447,2005-06-30,1,1,1,1,0
1619431,2005-06-30,1,1,0,0,0
8243337,2005-06-30,1,0,1,0,0
3849005,2005-06-30,1,0,0,0,0
3806100,2005-06-30,1,1,1,0,0
5063420,2005-06-30,0,0,0,0,0
8029625,2005-06-30,1,0,1,0,0
6632588,2005-06-30,0,0,1,0,0
5073391,2005-06-30,1,0,0,0,0
1246513,2005-06-30,0,0,1,0,0
2915759,2005-06-30,1,0,1,0,0
5263379,2005-06-30,1,0,1,0,0
8326680,2005-06-30,1,0,1,1,0
8763628,2005-06-30,1,1,0,0,0
2992291,2005-06-30,0,0,0,0,0
3990522,2005-06-30,1,0,1,0,0
1148775,2005-06-30,1,0,1,1,0
3446216,2005-06-30,1,0,0,0,0
603299,2005-06-30,1,0,1,0,0
4692239,2005-06-30,1,0,1,1,0
4585169,2005-06-30,0,0,0,0,0
3805202,2005-06-30,1,1,0,0,0
1471356,2005-06-30,1,0,1,0,0
3651221,2005-06-30,1,1,0,0,0
8102126,2005-06-30,0,0,1,0,0
7890645,2005-06-30,1,0,0,0,1
6382749,2005-06-30,0,0,0,0,0
825451,2005-06-30,0,0,0,0,0
121566,2005-06-30,0,0,0,0,0
1068035,2005-06-30,1,1,1,0,0
1119183,2005-06-30,0,0,0,0,0
2705192,2005-06-30,1,0,1,0,0
4140208,2005-06-30,1,1,0,0,0
7285864,2005-06-30,1,0,1,0,0
6505982,2005-06-30,1,0,0,1,0
8790405,2005-06-30,1,0,0,0,0
572082,2005-06-30,1,1,1,0,0
9486058,2005-06-30,0,0,0,0,0
8508398,2005-06-30,1,0,1,1,0
7147327,2005-06-30,1,0,1,0,0
6066658,2005-06-30,1,0,0,0,0
2529731,2005-06-30,1,1,1,0,0
518903,2005-06-30,1,0,1,0,0
5596693,2005-06-30,0,0,0,0,0
3394109,2005-06-30,0,1,0,1,0
9968767,2005-06-30,1,0,1,0,0
3657904,2005-06-30,0,0,0,0,0
5616781,2005-06-30,1,0,0,0,0
6508556,2005-06-30,1,0,1,0,0
2377699,2005-06-30,0,1,0,1,0
1706796,2005-06-30,1,1,0,0,0
83717,2005-06-30,1,0,1,0,0
9014911,2005-06-30,1,0,1,0,0
4332004,2005-06-30,1,1,0,0,0
7422386,2005-06-30,1,1,1,0,0
4983057,2005-06-30,0,1,0,0,0
2335899,2005-06-30,0,0,1,1,0
3691110,2005-06-30,0,1,0,0,0
1032146,2005-06-30,0,0,0,0,0
6255938,2005-06-30,1,0,1,1,0
6570021,2005-06-30,1,1,1,0,0
5151062,2005-06-30,0,0,1,0,0
6226337,2005-06-30,0,1,1,1,0
9796130,2005-06-30,0,0,0,0,0
5820658,2005-06-30,1,1,1,0,0
4485160,2005-06-30,1,1,0,0,0
8151291,2005-06-30,0,0,1,0,0
8307324,2005-06-30,0,1,1,0,0
1045260,2005-06-30,1,1,0,0,1
890113,2005-06-30,0,1,0,0,0
7139105,2005-06-30,0,0,0,0,0
877075,2005-06-30,1,0,0,0,0
3919030,2005-06-30,1,0,1,0,1
5186463,2005-06-30,1,0,0,0,0
4067629,2005-06-30,1,0,0,0,0
5439556,2005-06-30,1,1,0,1,0
2976700,2005-06-30,1,0,0,0,0
513294,2005-06-30,1,0,0,1,0
7734103,2005-06-30,1,0,0,0,0
6451303,2005-06-30,1,1,0,0,0
3174187,2005-06-30,1,1,0,0,0
3393130,2005-06-30,1,0,0,0,0
2312035,2005-06-30,0,0,1,0,0
9790895,2005-06-30,0,0,0,0,0
9591861,2005-06-30,1,1,0,0,0
9793397,2005-06-30,1,0,0,1,0
3349282,2005-06-30,1,1,0,1,0
1271058,2005-06-30,0,0,0,0,0
9242240,2005-06-30,1,0,0,0,0
709794,2005-06-30,1,0,1,1,1
6550009,2005-06-30,0,1,0,0,0
122954,2005-06-30,1,1,0,0,0
1886503,2005-06-30,1,1,1,1,0
8931766,2005-06-30,0,0,1,0,0
1591634,2005-06-30,1,0,0,0,0
4950625,2005-06-30,1,0,1,0,0
5707190,2005-06-30,1,0,0,1,0
9101401,2005-06-30,1,0,1,0,1
6858618,2005-06-30,1,1,1,0,0
8984107,2005-06-30,1,0,1,0,0
8409277,2005-06-30,0,1,1,0,0
782404,2005-06-30,0,1,0,0,0
9629683,2005-06-30,1,0,0,1,0
6258515,2005-06-30,1,0,1,0,0
3276379,2005-06-30,0,0,1,0,0
6119082,2005-06-30,1,0,1,0,0
4915602,2005-06-30,0,1,1,0,0
4907540,2005-06-30,1,0,1,0,0
341416,2005-06-30,0,1,1,0,0
7814273,2005-06-30,1,1,1,0,0
5985848,2005-06-30,0,1,1,0,0
2732407,2005-06-30,1,1,1,0,0
212797,2005-06-30,0,0,0,0,0
9502218,2005-06-30,1,0,0,0,0
4775828,2005-06-30,1,1,1,0,0
9477552,2005-06-30,1,0,0,0,0
6070605,2005-06-30,1,1,1,0,0
2479745,2005-06-30,1,1,1,0,0
4676724,2005-06-30,1,0,0,0,0
8839462,2005-06-30,1,0,1,0,0
6386664,2005-06-30,1,1,0,1,0
3179541,2005-06-30,0,0,1,1,0
2727468,2005-06-30,1,0,0,0,0
6828736,2005-06-30,0,0,0,0,0
8994964,2005-06-30,0,1,1,0,0
9812751,2005-06-30,0,0,1,0,0
670069,2005-06-30,1,1,0,0,0
7324564,2005-06-30,0,0,1,0,0
7154189,2005-06-30,1,1,1,0,0
8389381,2005-06-30,1,0,0,0,0
8109684,2005-06-30,0,0,1,0,0
4020957,2005-06-30,0,1,1,1,0
8079447,2005-06-30,0,1,1,0,0
9517226,2005-06-30,1,1,1,1,0
5899946,2005-06-30,0,1,0,0,0
1718338,2005-06-30,1,0,0,1,0
2688686,2005-06-30,0,0,0,0,0
6259797,2005-06-30,1,0,0,1,0
5944468,2005-06-30,1,1,1,0,0
5832575,2005-06-30,0,1,0,0,0
5036044,2005-06-30,1,0,1,0,0
4901660,2005-06-30,0,0,0,0,0
4999370,2005-06-30,1,1,0,0,0
8657962,2005-06-30,1,0,1,0,0
9378511,2005-06-30,1,0,1,0,0
611465,2005-06-30,0,0,1,1,0
3504056,2005-06-30,1,1,1,1,0
9611223,2005-06-30,0,1,1,0,0
2481827,2005-06-30,1,0,1,0,0
2350363,2005-06-30,0,1,1,0,0
3219623,2005-06-30,1,0,0,0,0
3012095,2005-06-30,1,0,0,0,0
4759394,2005-06-30,1,0,0,1,0
5329851,2005-06-30,1,0,0,0,0
4715178,2005-06-30,1,0,1,0,0
6738751,2005-06-30,1,1,0,0,0
7398831,2005-06-30,0,1,1,0,0
6394541,2005-06-30,0,0,1,0,0
9564635,2005-06-30,1,1,1,0,0
3729171,2005-06-30,1,0,0,1,0
5797748,2005-06-30,1,0,1,1,0
7984329,2005-06-30,0,0,1,0,0
9633103,2005-06-30,1,0,0,0,0
2129662,2005-06-30,1,0,0,0,0
4073054,2005-06-30,1,1,0,1,1
9956043,2005-06-30,1,0,1,1,0
6019211,2005-06-30,1,0,1,0,0
9512110,2005-06-30,0,0,0,0,0
8497891,2005-06-30,0,1,0,0,0
9262309,2005-06-30,1,0,1,0,0
3943981,2005-06-30,0,0,0,1,0
8058584,2005-06-30,0,1,1,0,0
3833985,2005-06-30,0,0,1,1,0
3745836,2005-06-30,1,0,1,0,0
3699897,2005-06-30,1,0,1,1,0
6948953,2005-06-30,1,0,1,0,0
9290575,2005-06-30,1,0,0,0,0
2238678,2005-06-30,1,0,0,0,0
6456042,2005-06-30,1,0,1,0,0
6864752,2005-06-30,0,0,0,0,0
6480336,2005-06-30,1,1,1,0,0
4819759,2005-06-30,0,1,1,1,0
8908412,2005-06-30,1,0,0,1,0
9043816,2005-06-30,0,1,1,1,1
9764020,2005-06-30,1,0,0,1,0
4227130,2005-06-30,1,1,1,0,0
4057261,2005-06-30,1,0,1,1,0
4005543,2005-06-30,1,1,1,1,0
5434451,2005-06-30,1,0,1,0,0
9074314,2005-06-30,1,0,0,0,0
1854014,2005-06-30,1,0,1,1,0
1807250,2005-06-30,1,0,0,0,0
7789918,2005-06-30,1,1,1,1,0
5994404,2005-06-30,1,0,0,0,0
91921,2005-06-30,1,0,0,1,0
2155706,2005-06-30,0,0,1,1,0
2383642,2005-06-30,1,0,1,0,0
8930156,2005-06-30,1,1,1,0,0
4089888,2005-06-30,1,1,0,1,0
902384,2005-06-30,1,0,0,0,0
5895472,2005-06-30,1,0,1,0,0
5091883,2005-06-30,0,0,1,0,0
3861411,2005-06-30,0,0,1,1,0
8866034,2005-06-30,1,1,1,1,0
5282175,2005-06-30,0,0,0,1,0
679467,2005-06-30,1,0,0,0,0
7430769,2005-06-30,1,0,0,0,0
2175174,2005-06-30,1,0,1,1,0
5248066,2005-06-30,1,1,1,0,0
7735283,2005-06-30,1,0,0,0,0
2314177,2005-06-30,1,1,0,0,0
1812890,2005-06-30,1,1,1,0,0
4478197,2005-06-30,1,0,1,0,0
74928,2005-06-30,0,0,0,0,0
1992377,2005-06-30,1,0,0,0,0
1071015,2005-06-30,1,0,0,0,0
1092647,2005-06-30,1,1,1,0,0
9170136,2005-06-30,1,0,0,0,0
140184,2005-06-30,1,1,0,0,0
1224096,2005-06-30,1,0,0,0,0
9339708,2005-06-30,0,0,1,0,0
8312424,2005-06-30,1,0,1,0,0
6398983,2005-06-30,1,0,1,1,0
3977334,2005-06-30,1,1,0,0,0
2328109,2005-06-30,1,0,0,0,0
2726825,2005-06-30,1,1,1,1,0
5544065,2005-06-30,1,0,1,0,0
5466041,2005-06-30,1,1,0,0,0
149840,2005-06-30,1,0,0,0,0
2051650,2005-06-30,0,0,0,0,0
6715448,2005-06-30,0,0,1,0,0
1053067,2005-06-30,1,1,1,0,0
3180980,2005-06-30,1,0,1,0,0
1712294,2005-06-30,1,1,0,1,0
402957,2006-06-30,1,0,1,0,0
5077684,2006-06-30,1,0,1,1,0
4933282,2006-06-30,0,0,1,0,0
6344796,2006-06-30,0,0,0,0,0
5927164,2006-06-30,1,1,0,0,0
4462681,2006-06-30,1,0,0,1,0
8291158,2006-06-30,1,1,0,0,0
7294337,2006-06-30,1,0,0,0,0
9895001,2006-06-30,0,0,0,0,0
5550344,2006-06-30,0,0,1,0,0
8905878,2006-06-30,1,1,1,0,0
6408621,2006-06-30,1,1,0,1,0
3478534,2006-06-30,1,1,1,0,0
9853693,2006-06-30,1,0,0,0,0
1351322,2006-06-30,1,1,1,0,1
5391420,2006-06-30,1,1,1,0,0
2522009,2006-06-30,1,0,0,1,0
1963713,2006-06-30,1,0,0,0,0
3492398,2006-06-30,0,1,0,0,0
5008913,2006-06-30,1,0,1,0,0
2160779,2006-06-30,1,0,1,0,0
419818,2006-06-30,1,1,0,0,0
9958306,2006-06-30,0,0,1,0,0
1661262,2006-06-30,1,0,0,0,0
3351421,2006-06-30,1,0,1,0,0
5950692,2006-06-30,1,0,1,0,0
5274496,2006-06-30,1,1,0,0,0
9456675,2006-06-30,1,0,1,0,0
9636102,2006-06-30,1,0,0,1,0
3472587,2006-06-30,1,0,1,0,0
5191238,2006-06-30,1,1,0,0,0
2313278,2006-06-30,1,0,0,0,0
2532688,2006-06-30,1,0,0,0,0
2138294,2006-06-30,0,1,1,1,0
9135045,2006-06-30,1,0,1,1,0
1367348,2006-06-30,1,1,1,0,0
7678374,2006-06-30,1,0,0,1,0
7509468,2006-06-30,0,0,1,0,0
1661424,2006-06-30,1,0,1,0,0
709332,2006-06-30,1,0,1,0,0
4325013,2006-06-30,1,0,0,0,0
8328413,2006-06-30,1,0,0,0,0
9317878,2006-06-30,1,1,1,0,0
3106222,2006-06-30,0,1,0,0,0
7057515,2006-06-30,1,0,0,0,0
4576429,2006-06-30,1,0,0,1,0
661466,2006-06-30,0,0,1,0,0
8717447,2006-06-30,0,1,0,0,0
1619431,2006-06-30,0,1,0,0,0
8243337,2006-06-30,1,0,0,0,0
3849005,2006-06-30,1,1,1,0,0
3806100,2006-06-30,1,0,1,1,0
5063420,2006-06-30,1,1,0,0,0
8029625,2006-06-30,0,1,0,0,0
6632588,2006-06-30,1,1,1,0,0
5073391,2006-06-30,1,0,1,0,0
1246513,2006-06-30,1,1,1,0,0
2915759,2006-06-30,0,0,0,0,0
5263379,2006-06-30,1,1,0,1,0
8326680,2006-06-30,0,0,1,1,0
8763628,2006-06-30,0,1,1,0,0
2992291,2006-06-30,1,1,1,0,0
3990522,2006-06-30,0,1,0,0,0
1148775,2006-06-30,1,1,0,0,0
3446216,2006-06-30,0,1,1,0,0
603299,2006-06-30,1,1,1,0,0
4692239,2006-06-30,1,0,0,0,0
4585169,2006-06-30,1,1,0,0,0
3805202,2006-06-30,1,0,1,0,0
1471356,2006-06-30,0,1,1,1,0
3651221,2006-06-30,1,0,0,1,0
8102126,2006-06-30,1,0,0,0,0
7890645,2006-06-30,1,1,0,0,1
6382749,2006-06-30,1,0,1,0,0
825451,2006-06-30,0,1,0,1,0
121566,2006-06-30,1,0,0,0,0
1068035,2006-06-30,1,0,0,0,0
1119183,2006-06-30,0,0,1,0,0
2705192,2006-06-30,1,1,0,0,0
4140208,2006-06-30,1,1,1,0,0
7285864,2006-06-30,1,0,1,0,0
6505982,2006-06-30,0,1,0,0,0
8790405,2006-06-30,0,0,0,1,0
572082,2006-06-30,0,0,0,0,0
9486058,2006-06-30,1,1,1,0,0
8508398,2006-06-30,0,0,1,0,0
7147327,2006-06-30,1,0,1,0,0
6066658,2006-06-30,1,1,1,1,0
2529731,2006-06-30,0,0,0,0,0
518903,2006-06-30,1,0,1,1,0
5596693,2006-06-30,1,1,1,0,0
3394109,2006-06-30,1,0,0,1,0
9968767,2006-06-30,1,0,1,0,0
3657904,2006-06-30,0,0,1,0,0
5616781,2006-06-30,1,0,1,0,0
6508556,2006-06-30,1,1,1,0,0
2377699,2006-06-30,0,1,0,0,0
1706796,2006-06-30,1,1,1,0,0
83717,2006-06-30,1,1,1,0,0
9014911,2006-06-30,1,1,1,0,0
4332004,2006-06-30,1,1,1,0,0
2842132,2006-06-30,0,0,0,0,0
7422386,2006-06-30,0,0,0,0,0
4983057,2006-06-30,1,0,1,0,0
2335899,2006-06-30,1,1,0,0,0
3691110,2006-06-30,1,1,1,0,0
1032146,2006-06-30,1,0,1,0,0
6255938,2006-06-30,0,0,0,1,0
6570021,2006-06-30,0,1,1,0,0
5151062,2006-06-30,1,0,0,0,0
6226337,2006-06-30,1,0,0,1,0
9796130,2006-06-30,1,0,1,0,0
5820658,2006-06-30,0,0,1,0,0
4485160,2006-06-30,1,1,1,0,0
8307324,2006-06-30,1,1,0,0,0
1045260,2006-06-30,0,0,0,1,1
890113,2006-06-30,1,0,1,0,0
7139105,2006-06-30,0,1,0,0,0
877075,2006-06-30,1,0,1,1,0
3919030,2006-06-30,1,0,1,0,1
5186463,2006-06-30,1,0,0,0,0
4067629,2006-06-30,0,1,0,1,0
5439556,2006-06-30,1,0,0,0,0
2976700,2006-06-30,1,0,0,1,0
513294,2006-06-30,1,1,1,0,0
7734103,2006-06-30,1,1,1,0,0
6451303,2006-06-30,1,0,0,1,0
3174187,2006-06-30,0,0,0,0,0
3393130,2006-06-30,1,0,1,0,0
2312035,2006-06-30,1,0,0,1,0
9790895,2006-06-30,1,1,0,0,0
9591861,2006-06-30,0,0,1,0,0
9793397,2006-06-30,1,0,0,0,0
3349282,2006-06-30,1,1,0,0,0
1271058,2006-06-30,1,0,1,0,0
9242240,2006-06-30,1,0,0,0,0
709794,2006-06-30,0,0,0,0,1
6550009,2006-06-30,1,1,0,0,0
1886503,2006-06-30,0,0,0,0,0
8931766,2006-06-30,1,0,0,0,0
1591634,2006-06-30,1,0,0,0,0
4950625,2006-06-30,1,0,0,0,0
5707190,2006-06-30,1,0,0,0,0
9101401,2006-06-30,0,1,1,0,1
6858618,2006-06-30,1,0,1,0,0
8984107,2006-06-30,1,1,0,0,0
8409277,2006-06-30,1,1,1,0,0
782404,2006-06-30,1,0,0,0,0
9629683,2006-06-30,1,1,1,0,0
6258515,2006-06-30,1,0,1,0,0
3276379,2006-06-30,1,1,0,0,0
6119082,2006-06-30,1,1,1,0,0
4915602,2006-06-30,1,0,0,1,0
4907540,2006-06-30,0,1,1,0,0
341416,2006-06-30,0,1,1,1,0
7814273,2006-06-30,1,0,0,0,0
5985848,2006-06-30,1,1,0,1,0
2732407,2006-06-30,1,0,1,0,0
9502218,2006-06-30,0,0,1,0,0
4775828,2006-06-30,1,1,1,0,0
9477552,2006-06-30,1,1,0,1,0
6070605,2006-06-30,0,0,0,0,0
4676724,2006-06-30,1,0,1,0,0
8839462,2006-06-30,0,0,0,0,0
6386664,2006-06-30,0,1,0,0,0
3179541,2006-06-30,0,0,1,1,0
2727468,2006-06-30,1,1,0,0,0
6828736,2006-06-30,1,0,1,0,0
8994964,2006-06-30,1,0,1,0,0
9812751,2006-06-30,0,0,0,1,0
670069,2006-06-30,1,0,0,0,0
7324564,2006-06-30,1,0,0,0,0
7154189,2006-06-30,1,1,0,0,0
8109684,2006-06-30,1,0,1,0,0
4020957,2006-06-30,1,1,1,0,0
8079447,2006-06-30,1,1,0,0,0
9517226,2006-06-30,1,1,1,0,0
5899946,2006-06-30,1,1,1,0,0
1718338,2006-06-30,1,1,1,1,0
2688686,2006-06-30,1,0,0,0,0
6259797,2006-06-30,1,0,0,0,0
5944468,2006-06-30,1,0,0,0,0
5036044,2006-06-30,1,0,1,0,0
4901660,2006-06-30,1,0,0,0,0
4999370,2006-06-30,0,1,0,1,0
8657962,2006-06-30,1,0,0,0,0
9378511,2006-06-30,1,0,0,0,0
611465,2006-06-30,1,0,0,0,0
3504056,2006-06-30,0,0,1,0,0
9611223,2006-06-30,0,1,0,0,0
2481827,2006-06-30,1,0,1,0,0
2350363,2006-06-30,1,1,1,0,0
3219623,2006-06-30,0,1,1,0,0
3012095,2006-06-30,1,1,1,0,0
4759394,2006-06-30,0,0,0,0,0
5329851,2006-06-30,0,0,0,0,0
4715178,2006-06-30,0,0,1,0,0
7398831,2006-06-30,0,0,1,0,0
6394541,2006-06-30,0,0,0,0,0
9564635,2006-06-30,0,1,0,0,0
3729171,2006-06-30,1,0,1,0,0
5797748,2006-06-30,1,0,0,0,0
7984329,2006-06-30,1,0,0,0,0
9633103,2006-06-30,1,1,0,1,0
2129662,2006-06-30,1,1,0,1,0
4073054,2006-06-30,1,0,0,1,0
9956043,2006-06-30,1,0,0,0,0
6019211,2006-06-30,1,1,0,0,0
9512110,2006-06-30,1,0,1,0,0
8497891,2006-06-30,0,0,0,0,0
9262309,2006-06-30,1,1,1,0,0
3943981,2006-06-30,1,0,0,0,0
8058584,2006-06-30,1,0,1,0,0
3833985,2006-06-30,0,1,0,1,0
3745836,2006-06-30,0,0,0,1,0
3699897,2006-06-30,1,0,1,0,0
6948953,2006-06-30,1,0,0,0,0
9290575,2006-06-30,0,0,0,0,0
2238678,2006-06-30,1,0,0,0,0
6456042,2006-06-30,1,1,1,1,0
6864752,2006-06-30,0,1,0,0,0
6480336,2006-06-30,0,0,1,0,0
4819759,2006-06-30,1,1,0,0,0
8908412,2006-06-30,0,0,1,0,0
9043816,2006-06-30,1,1,1,0,1
9764020,2006-06-30,0,1,1,0,0
4227130,2006-06-30,0,1,1,1,0
4057261,2006-06-30,0,0,1,0,0
4005543,2006-06-30,0,1,1,0,0
5434451,2006-06-30,1,1,0,1,0
9074314,2006-06-30,1,1,0,0,0
1854014,2006-06-30,1,0,0,0,0
1807250,2006-06-30,1,0,1,0,0
7789918,2006-06-30,1,0,0,0,0
5994404,2006-06-30,1,0,1,0,0
91921,2006-06-30,1,1,0,0,0
2155706,2006-06-30,1,1,0,0,0
2383642,2006-06-30,1,0,1,0,0
8930156,2006-06-30,1,0,1,0,0
4089888,2006-06-30,0,0,0,0,0
902384,2006-06-30,1,0,0,0,0
5895472,2006-06-30,1,0,0,0,0
5091883,2006-06-30,0,0,0,0,0
9676867,2006-06-30,1,0,1,0,0
8866034,2006-06-30,1,0,0,0,0
5282175,2006-06-30,1,0,0,0,0
109375,2006-06-30,0,1,0,0,0
679467,2006-06-30,1,0,1,1,0
7430769,2006-06-30,1,0,1,0,0
2175174,2006-06-30,1,1,1,0,0
5248066,2006-06-30,0,1,0,0,0
7735283,2006-06-30,1,0,1,0,0
2314177,2006-06-30,1,0,1,0,0
1812890,2006-06-30,1,0,0,0,0
4478197,2006-06-30,1,0,1,0,0
74928,2006-06-30,1,0,0,0,0
1992377,2006-06-30,1,0,0,0,0
1071015,2006-06-30,1,0,0,0,0
1092647,2006-06-30,1,0,1,0,0
9170136,2006-06-30,0,0,1,1,0
1224096,2006-06-30,0,1,1,0,0
9339708,2006-06-30,0,1,1,0,0
8312424,2006-06-30,0,0,1,0,0
6398983,2006-06-30,1,0,0,0,0
3977334,2006-06-30,1,0,0,1,0
2726825,2006-06-30,1,0,0,0,0
5544065,2006-06-30,1,0,0,0,0
5466041,2006-06-30,0,1,1,0,0
149840,2006-06-30,1,0,0,0,0
